Word/Sentence,Valence,Arousal
clientele,0.5125,0.3425
enforcer,0.35125,0.4
bleeder,0.28625,0.6125
unintentional,0.53125,0.315
recycled,0.5325,0.33375
conscientious,0.63125,0.25
mainframe,0.5,0.36875
vengeance,0.19124999999999998,0.52875
cupcake,0.7375,0.40249999999999997
striker,0.34125,0.59
bankrupt,0.15125,0.56125
roadhouse,0.5775,0.32625
condition,0.41500000000000004,0.39375000000000004
pass,0.59125,0.4225
airship,0.57875,0.485
theft,0.2,0.52125
sneaky,0.3675,0.6525
blowjob,0.645,0.6875
wing,0.64375,0.41500000000000004
perimeter,0.55625,0.3375
changer,0.49375,0.26875
"We mnie jest dwu ludzi, jeden zupełnie rozsądny, drugi wariat.",0.60875,0.6175
aim,0.61875,0.375
"Płakała żałośnie, chodziła po miasteczku z okropnymi workami pod przekrwionymi niebieskimi oczyma.",0.16875,0.52875
salve,0.4525,0.305
Chyba największe obrzydzenie wywołuje w ludziach widok i smród padliny.,0.21750000000000003,0.62375
titan,0.58875,0.41500000000000004
flipper,0.605,0.25625
brink,0.49375,0.40249999999999997
remark,0.50625,0.25
"Wakacje studenckie trwają zazwyczaj trzy miesiące, od lipca do końca września.",0.79625,0.43500000000000005
welding,0.55875,0.3375
liberation,0.7175,0.53625
sperm,0.55875,0.48250000000000004
almond,0.63125,0.23625000000000002
burro,0.48250000000000004,0.38
occult,0.3125,0.45375
introduction,0.60125,0.3625
welsh,0.44125000000000003,0.375
bachelor,0.5725,0.39249999999999996
study,0.5975,0.19374999999999998
unidentified,0.43999999999999995,0.48624999999999996
tie,0.54125,0.2625
beast,0.4275,0.60375
midday,0.54625,0.32875
gullet,0.41874999999999996,0.53125
triplicate,0.44875,0.395
modem,0.53625,0.31875
charlatan,0.39749999999999996,0.46499999999999997
persistence,0.65125,0.61875
snotty,0.23125,0.43999999999999995
proficient,0.68,0.30375
characteristic,0.57125,0.405
standard,0.47,0.32625
swamp,0.4275,0.29125
Nie ma nic gorszego niż monotonny i intensywny hałas panujący tuż przy trasie szybkiego ruchu.,0.315,0.53875
deserving,0.7125,0.41874999999999996
softness,0.71875,0.5075
humanity,0.7225,0.41874999999999996
pilot,0.625,0.575
village,0.61875,0.3
insensitive,0.31875,0.41500000000000004
intricate,0.51375,0.43500000000000005
creamed,0.6375,0.46875
personnel,0.54625,0.33375
confederacy,0.39375000000000004,0.34375
cushy,0.61875,0.40375000000000005
physical,0.6125,0.5625
sappy,0.42874999999999996,0.2875
rooftop,0.5525,0.305
shipment,0.5325,0.36375
bathe,0.8125,0.26875
aloof,0.44875,0.26125
metamorphosis,0.53125,0.40874999999999995
judicial,0.375,0.44875
altitude,0.53375,0.39375000000000004
turtle,0.645,0.19
trespass,0.28375,0.47375
manhunt,0.32625,0.66625
ask,0.61875,0.31
insomnia,0.20875,0.48875
hiccup,0.4375,0.36875
lever,0.4375,0.195
milkshake,0.7825,0.38125
unload,0.52625,0.28
yuletide,0.64875,0.375
scooter,0.5525,0.34
surprised,0.69625,0.61875
brownstone,0.4675,0.2425
regulate,0.52,0.36875
scrotum,0.475,0.4525
jigsaw,0.50625,0.375
retrieve,0.645,0.43125
plainclothes,0.49250000000000005,0.25
discuss,0.61125,0.21999999999999997
polygraph,0.36875,0.41374999999999995
Ten młody człowiek jest wielkim odkryciem naszej firmy.,0.7375,0.41125
gut,0.3625,0.33375
copy,0.5275,0.26875
kin,0.60625,0.25
whale,0.60125,0.4
Monika została okradziona z ostatnich pieniędzy przez swoją współlokatorkę.,0.1325,0.745
ankle,0.55,0.26375
Widząc jedzących ludzi w pociągu nigdy nie mógł się opanować.,0.46875,0.4525
profitable,0.6875,0.57625
notify,0.48750000000000004,0.26625
lesbian,0.595,0.63
pillowcase,0.6625,0.2025
winter,0.5625,0.22125
interlude,0.55875,0.37
unavailable,0.315,0.35625
voicemail,0.44375,0.35375
masturbation,0.61125,0.6625
fickle,0.46875,0.53125
turmoil,0.33125,0.6175
reconstructive,0.50625,0.46625000000000005
silly,0.715,0.48250000000000004
startle,0.45625000000000004,0.42500000000000004
unisex,0.5975,0.49375
shape,0.55125,0.325
ritual,0.43999999999999995,0.38749999999999996
sexual,0.705,0.74375
fixation,0.38875000000000004,0.38875000000000004
extradition,0.335,0.30625
prosthetic,0.38749999999999996,0.3025
batch,0.57125,0.28625
"Głęboko wierzę, że w każdym człowieku kryje się bohater.",0.7025,0.46125000000000005
legion,0.54,0.39749999999999996
alone,0.35625,0.375
line,0.47750000000000004,0.28
elective,0.5475,0.3175
fish,0.6775,0.29125
morale,0.61875,0.38749999999999996
sponge,0.55625,0.40625
hypothalamus,0.5375,0.38
stakeout,0.42874999999999996,0.6125
twilight,0.655,0.4
cartilage,0.39625,0.31625
bubble,0.67875,0.39875000000000005
mono,0.35625,0.25
thunderbolt,0.57875,0.66125
reins,0.51375,0.275
hearsay,0.3525,0.44875
commissary,0.5,0.295
"Jan był agresywny do tego stopnia, że pobił śmiertelnie własną córkę.",0.1325,0.745
visible,0.595,0.39375000000000004
"Czy masz pokój, w którym moglibyśmy od czasu do czasu godzinę potańczyć?",0.65625,0.45375
understaffed,0.39249999999999996,0.36875
legacy,0.7975,0.46875
sap,0.39875000000000005,0.365
undetermined,0.33375,0.3375
loneliness,0.16875,0.38625
brewery,0.5925,0.46875
Wilgoć i zgnilizna panująca w pomieszczeniu przyprawiała obserwatorów o zawroty głowy.,0.20124999999999998,0.53625
hostess,0.7125,0.39749999999999996
frosted,0.7,0.365
swank,0.48,0.39249999999999996
pothead,0.33875,0.395
skimpy,0.45625000000000004,0.375
espionage,0.38125,0.5625
cartel,0.3375,0.345
skin,0.5975,0.28125
urgent,0.40125,0.58875
stud,0.48624999999999996,0.5175
untamed,0.61125,0.4125
improbable,0.38125,0.36875
jargon,0.48124999999999996,0.36875
bearings,0.55375,0.28625
counterpart,0.5475,0.3
catcher,0.54875,0.2825
probable,0.55625,0.29375
staple,0.5,0.43500000000000005
uncertain,0.325,0.43125
congratulations,0.79125,0.56875
heroin,0.21750000000000003,0.4525
purity,0.69625,0.25
inspire,0.8025,0.6125
continuous,0.54125,0.28375
lens,0.5525,0.24375000000000002
slugger,0.45875,0.495
dialect,0.625,0.4075
newsletter,0.52375,0.32875
freeman,0.7025,0.4275
chop,0.44999999999999996,0.42874999999999996
vegetarian,0.53125,0.30625
bonnet,0.48624999999999996,0.245
mincemeat,0.38125,0.355
entertain,0.77625,0.52375
sledge,0.44375,0.28125
migration,0.43999999999999995,0.3175
wannabe,0.28125,0.50625
fingernail,0.57125,0.3125
sideline,0.44375,0.29375
"Mało ludzi potrafi naprawdę znieść samotność, ale wielu marzy o niej jak o ostatniej ucieczce.",0.3125,0.31625
magnetism,0.625,0.44499999999999995
ladylike,0.585,0.34625
funding,0.55625,0.36875
asteroid,0.49375,0.575
professor,0.59,0.35625
tricycle,0.6425,0.3275
tattoo,0.43125,0.5
physical therapist,0.65625,0.21375
spar,0.55375,0.295
correspondent,0.54,0.31875
warden,0.3125,0.48875
sacrifice,0.47,0.49375
honcho,0.5,0.25625
ribbon,0.7125,0.32875
debut,0.60125,0.30125
level,0.59,0.14375
nouveau,0.6125,0.2625
terrorism,0.07500000000000001,0.8025
grapefruit,0.59625,0.335
concealment,0.40125,0.43125
gymnastics,0.55625,0.44625000000000004
orange,0.72625,0.38
trump,0.39749999999999996,0.29125
member,0.61875,0.30875
caste,0.375,0.2975
rant,0.30375,0.52875
toxicology,0.3275,0.3375
ominous,0.36875,0.57125
racehorse,0.5975,0.49375
coloring,0.66125,0.42625
brainwash,0.26375,0.6125
bureaucrat,0.25625,0.2625
immobile,0.23625000000000002,0.4225
nutrition,0.7325,0.43500000000000005
butcher,0.42500000000000004,0.39375000000000004
glaze,0.57875,0.32
rip,0.285,0.5325
arsonist,0.1875,0.74375
almighty,0.64375,0.44875
angiogram,0.39875000000000005,0.32625
trap,0.28,0.42000000000000004
extravagant,0.665,0.53125
subordinate,0.43000000000000005,0.26125
stampede,0.43500000000000005,0.65
synonymous,0.53,0.30125
church,0.52625,0.32875
street,0.50875,0.30625
coherent,0.61875,0.26125
frontier,0.69125,0.36875
centerpiece,0.61875,0.295
privy,0.4275,0.28
byline,0.45999999999999996,0.29125
femoral,0.4375,0.41000000000000003
parlor,0.60625,0.21375
lasagna,0.7625,0.505
border,0.45999999999999996,0.4125
orphaned,0.19374999999999998,0.44999999999999996
unreal,0.44625000000000004,0.48750000000000004
hardened,0.43999999999999995,0.39375000000000004
unprofessional,0.21375,0.46375
donor,0.69625,0.345
scholarship,0.72,0.6
liable,0.375,0.41500000000000004
booger,0.28125,0.35
freezing,0.29125,0.605
tingle,0.65375,0.53
amnesia,0.30375,0.505
raisin,0.63125,0.33125
sentry,0.395,0.32375
collect,0.6125,0.2675
swordplay,0.49250000000000005,0.6425
card,0.5625,0.20875
draw,0.6475,0.325
passageway,0.5725,0.43125
tote,0.55625,0.40625
scripture,0.55875,0.23625000000000002
scandal,0.32875,0.58
panty,0.6175,0.5
metaphysical,0.56,0.375
steeple,0.5775,0.255
grocer,0.5475,0.375
matter,0.6025,0.38125
appearance,0.6425,0.44625000000000004
international,0.58125,0.36875
impressionable,0.55,0.375
stuntman,0.61875,0.6625
governor,0.54,0.33125
intellectual,0.83125,0.44125000000000003
beak,0.48750000000000004,0.22625
blackjack,0.5,0.50625
pep,0.64375,0.47875
horrid,0.21000000000000002,0.625
sabbatical,0.625,0.21875
atmospheric,0.59,0.38625
seem,0.55625,0.28
scaffold,0.47250000000000003,0.38875000000000004
thicket,0.41625,0.28125
freebie,0.7875,0.6375
warlord,0.24375000000000002,0.57125
campus,0.68,0.39625
oyster,0.47624999999999995,0.26375
photographic,0.72625,0.39875000000000005
intro,0.51875,0.43500000000000005
frosty,0.64375,0.45125000000000004
campfire,0.69375,0.39625
deduction,0.5175,0.27875
beehive,0.4075,0.54875
mankind,0.69875,0.48624999999999996
bovine,0.42500000000000004,0.3125
fairy,0.71375,0.505
disaster,0.08875,0.66875
erosion,0.34875,0.6075
waterproof,0.6,0.3475
larceny,0.2625,0.555
start,0.67625,0.47624999999999995
hustle,0.43999999999999995,0.5925
roomy,0.7,0.3
influenza,0.23249999999999998,0.48875
scalp,0.34375,0.3525
siren,0.35,0.6375
rippling,0.48875,0.42625
"W każdej kobiecie drzemie potężna siła, bogactwo instynktów, moc oraz odwieczna, prastara mądrość.",0.70625,0.40874999999999995
thousand,0.68,0.3125
watchdog,0.51125,0.54125
authorize,0.54625,0.45875
crucify,0.15749999999999997,0.575
"Gdy ich otaczano, klękali i śpiewając pieśni pozwalali się porywać bez oporu.",0.4275,0.46875
multiple,0.5,0.375
gin,0.6025,0.39875000000000005
vegetable,0.72375,0.34375
survive,0.7375,0.44125000000000003
wire,0.48250000000000004,0.4
outsider,0.4125,0.315
pulse,0.6725,0.48124999999999996
drat,0.40625,0.3
colored,0.69625,0.46625000000000005
full,0.625,0.31
notch,0.54,0.24375000000000002
valve,0.5125,0.355
striped,0.47624999999999995,0.4225
tender,0.68375,0.2775
impulse,0.52,0.54125
psychosomatic,0.33875,0.515
newspaperman,0.57875,0.25
nakedness,0.70875,0.7025
stalemate,0.35,0.22249999999999998
hospice,0.31625,0.40249999999999997
pearl,0.63125,0.3125
resounding,0.5875,0.41625
bar,0.5,0.44125000000000003
soggy,0.30875,0.33125
gutter,0.38125,0.35125
gleaming,0.6525,0.49375
bureaucratic,0.33375,0.3125
hobby,0.70875,0.25625
suburb,0.565,0.40625
sumo,0.43125,0.33875
recluse,0.33875,0.25625
quiz,0.44125000000000003,0.49375
imaginable,0.73125,0.25
retribution,0.29875,0.41874999999999996
brassiere,0.625,0.45999999999999996
newt,0.45625000000000004,0.33
bit,0.50625,0.3575
"Przedwcześnie pozbawiona złudzeń, rzygam na sztuczność uczuć.",0.2575,0.5025
sketchy,0.38625,0.495
vegan,0.4275,0.26375
unaware,0.36125,0.38749999999999996
mane,0.54,0.39625
cactus,0.51375,0.375
goose,0.585,0.28625
unpleasant,0.19124999999999998,0.46625000000000005
earnest,0.6125,0.35125
honey,0.78375,0.4225
stalk,0.36125,0.545
cordial,0.67375,0.2625
groove,0.665,0.54125
weekday,0.4525,0.335
roe,0.39749999999999996,0.38
punt,0.4525,0.375
lawlessness,0.20124999999999998,0.46625000000000005
conjugal,0.48,0.46499999999999997
unhealthy,0.19374999999999998,0.42000000000000004
require,0.4675,0.41625
dispatcher,0.44875,0.3575
revelation,0.6175,0.35625
center,0.57,0.2025
alumnus,0.49375,0.27875
eclipse,0.72,0.515
groundhog,0.52375,0.265
remorse,0.32875,0.41125
bridal,0.65,0.48
"Nigdy nie ufaj człowiekowi, który ciągle się uśmiecha.",0.46875,0.3275
jarhead,0.395,0.42625
dojo,0.625,0.39375000000000004
granddad,0.79,0.24375000000000002
ballsy,0.48750000000000004,0.53625
alpine,0.605,0.315
expedition,0.69125,0.4375
unification,0.6375,0.41625
insect,0.42874999999999996,0.45875
skijump,0.51375,0.5625
tragic,0.315,0.545
overseer,0.46375,0.5375
loony,0.43500000000000005,0.38
"Występował w różnych turniejach rycerskich, przedstawiając swoją męskość.",0.65625,0.51875
sheer,0.5475,0.56875
"Najlepsze w złamanym sercu jest to, że tak naprawdę można je złamać tylko raz, reszta to ledwie zadrapania",0.38249999999999995,0.39875000000000005
mileage,0.6125,0.24375000000000002
delusion,0.2875,0.44999999999999996
research,0.6875,0.475
"Rany, które nigdy się nie goją, można opłakiwać tylko w samotności.",0.255,0.33625
act,0.58,0.39875000000000005
stove,0.57875,0.3525
abandonment,0.20375,0.49375
ringleader,0.38749999999999996,0.525
birthing,0.53625,0.675
groupie,0.375,0.38625
ignore,0.29125,0.35
Zgodnie ze swą naturą mężczyzna gardzi głodem po zaspokojeniu apetytu.,0.56,0.3725
taker,0.27125,0.3525
ending,0.40375000000000005,0.39875000000000005
lesson,0.57125,0.35
porthole,0.48250000000000004,0.28125
clothing,0.67125,0.43000000000000005
kerosene,0.3575,0.375
monopoly,0.53625,0.47875
dustpan,0.45875,0.23249999999999998
run,0.67625,0.53
expressive,0.61875,0.5625
cow,0.5525,0.24375000000000002
accessory,0.54375,0.40249999999999997
coleslaw,0.48750000000000004,0.30625
dopamine,0.45499999999999996,0.4475
waiter,0.50625,0.25625
sister,0.75,0.3575
"Z ikony tej kapią strugi prawdziwej ludzkiej krwi, cieknącej bez końca.",0.22625,0.495
rid,0.33375,0.4225
salmon,0.685,0.35875
diagram,0.55875,0.33875
proper,0.585,0.23125
dawdle,0.47124999999999995,0.28625
type,0.6325,0.23249999999999998
hilt,0.51875,0.29375
droll,0.51125,0.30125
combustion,0.42874999999999996,0.6575
chloride,0.41500000000000004,0.42000000000000004
dippy,0.4075,0.41500000000000004
string,0.53125,0.35
guard,0.61125,0.325
foolish,0.25,0.44625000000000004
deluge,0.38749999999999996,0.4625
good,0.86125,0.3325
painless,0.8,0.38749999999999996
geographic,0.65125,0.25625
region,0.52625,0.28
transference,0.42500000000000004,0.305
partridge,0.61875,0.26875
spleen,0.43374999999999997,0.31875
preschool,0.63125,0.29375
birdman,0.5,0.39375000000000004
collage,0.50625,0.305
huntress,0.45125000000000004,0.395
composite,0.48624999999999996,0.31875
searchlight,0.54375,0.33125
smear,0.355,0.38
alternating,0.54625,0.40874999999999995
equestrian,0.58875,0.29375
lifeless,0.15500000000000003,0.31875
diaper,0.33875,0.30125
outskirts,0.5,0.34375
tone,0.55875,0.33375
prep,0.53625,0.27375
counter,0.5275,0.18375000000000002
lookout,0.42874999999999996,0.41500000000000004
hormonal,0.38749999999999996,0.55125
toxicity,0.18375000000000002,0.44999999999999996
unplug,0.475,0.28125
unbalanced,0.2625,0.4675
talent,0.6625,0.575
lapel,0.5925,0.27125
return,0.61875,0.28625
photo,0.6975,0.44999999999999996
"Czułość nie jest sublimacją instynktu seksualnego, jest bezpośrednim wynikiem braterskiej miłości.",0.635,0.40874999999999995
cashmere,0.7025,0.35
destruction,0.19124999999999998,0.5775
sheet,0.57125,0.20500000000000002
margin,0.46875,0.33875
graveyard,0.28125,0.48624999999999996
faithless,0.32125,0.38749999999999996
clunk,0.42500000000000004,0.38749999999999996
transformation,0.6425,0.57
clammy,0.35125,0.24375000000000002
running shoes,0.605,0.3475
shrine,0.5475,0.29375
cave,0.51875,0.42374999999999996
criticism,0.355,0.61875
hobo,0.3675,0.4375
disobedience,0.29,0.4375
soapbox,0.48750000000000004,0.40249999999999997
superb,0.75,0.41625
psoriasis,0.19,0.405
conk,0.43374999999999997,0.375
sphinx,0.63125,0.48750000000000004
massive,0.5225,0.59875
shattering,0.33375,0.5
deceitful,0.2,0.5225
dealer,0.39749999999999996,0.5525
advisable,0.5775,0.42000000000000004
active,0.68375,0.5775
yawn,0.5775,0.22999999999999998
awe,0.73125,0.35375
niece,0.69,0.36875
transporter,0.48,0.39249999999999996
accounting,0.4275,0.335
compose,0.58,0.35625
executive,0.49375,0.41500000000000004
chinchilla,0.64375,0.42874999999999996
generation,0.635,0.405
cranial,0.54625,0.4525
hangover,0.1875,0.625
Ucząc się tylko jeden dzień Ola zdała egzamin na najwyższą ocenę.,0.83375,0.545
jeweler,0.61875,0.34125
ledge,0.53,0.49375
reboot,0.5475,0.5125
recognize,0.6425,0.4
success,0.81125,0.6
"Jest śmierć, która spotyka cię jeszcze za życia.",0.2,0.5075
maternal,0.7125,0.4225
fornication,0.61875,0.70625
spew,0.29625,0.5
macadamia,0.66625,0.35
W wyniku bójki w klubie zginęła przypadkowo osiemnastoletnia dziewczyna.,0.79625,0.505
controlling,0.30625,0.58625
infirmary,0.315,0.39125
carjack,0.16499999999999998,0.63125
premium,0.7375,0.5625
bowels,0.28125,0.33375
amber,0.64375,0.295
kid,0.77875,0.46375
scissors,0.50375,0.37749999999999995
dank,0.36875,0.25
mouse,0.475,0.2975
steep,0.54,0.49375
rectum,0.27875,0.39749999999999996
erase,0.48624999999999996,0.31875
cook,0.765,0.41625
forgive,0.7575,0.3275
rascal,0.44999999999999996,0.4375
industrial,0.45625000000000004,0.46499999999999997
distribution,0.5625,0.30625
search,0.57,0.35625
Kobieta została brutalnie zgwałcona i pobita przez swojego szefa.,0.08374999999999999,0.83625
drugs,0.3575,0.5975
safekeeping,0.685,0.24375000000000002
Łzy słabej kobiety potrafią zwyciężyć najsilniejszego mężczyznę.,0.505,0.46375
"Opuściliśmy restaurację niemal ostatni, szliśmy przytuleni do siebie, w skupionym milczeniu.",0.73375,0.385
infection,0.125,0.49375
constructive,0.60125,0.39625
precaution,0.44625000000000004,0.375
valley,0.6525,0.21250000000000002
medical,0.5275,0.38125
teen,0.5125,0.3575
"Szczęście polega na tym, żeby znajdywać we wszystkim coś dobrego, radosnego i cieszyć się tym.",0.8,0.52125
reorganize,0.58375,0.395
morgue,0.09875,0.31
hairdresser,0.58875,0.36375
goatee,0.56,0.31
unsuspecting,0.36875,0.31875
overture,0.54125,0.41125
ginger,0.59875,0.42874999999999996
discrepancy,0.30375,0.34375
advance,0.63875,0.4525
resistant,0.3575,0.375
confederate,0.4375,0.36875
price,0.49250000000000005,0.3
baggage,0.4375,0.375
squadron,0.42500000000000004,0.40625
galore,0.61875,0.3575
muscular,0.665,0.49750000000000005
blatant,0.335,0.4525
uninhabited,0.55625,0.32
paintbrush,0.6475,0.29125
grim,0.17625000000000002,0.43500000000000005
snowboarder,0.6125,0.46375
feces,0.15375,0.41874999999999996
insanity,0.21250000000000002,0.84875
submissive,0.45875,0.29
molecule,0.54625,0.3375
born,0.79125,0.3625
schmuck,0.36875,0.49375
collide,0.2625,0.41625
manipulation,0.22999999999999998,0.48250000000000004
bunkhouse,0.57875,0.3625
sage,0.59875,0.29125
spice,0.69375,0.38249999999999995
skinny,0.545,0.40874999999999995
petunia,0.6525,0.39875000000000005
gangland,0.28,0.4075
"Czystej krwi polski romantyk, co to wiecznie szuka czegoś poza rzeczywistością",0.42874999999999996,0.37749999999999995
headquarter,0.5175,0.35125
torch,0.4375,0.515
trustworthy,0.78125,0.40249999999999997
auditory,0.50625,0.4375
competent,0.63125,0.38625
scowl,0.28,0.44499999999999995
vouch,0.60375,0.3225
"Jestem jedynie sumą bólu, otwartą raną, która może okazać się śmiertelna.",0.20375,0.46625000000000005
interpreter,0.6,0.2675
graffiti,0.405,0.55375
proverb,0.61875,0.31875
knock,0.555,0.36875
amiable,0.7125,0.23125
dismal,0.2,0.28625
enthusiast,0.70625,0.61375
suspense,0.5325,0.605
distinction,0.50625,0.325
kook,0.4375,0.2975
problematic,0.1975,0.475
sun,0.74,0.45499999999999996
sedate,0.475,0.375
rapport,0.6575,0.34125
ballpoint,0.5125,0.1825
take,0.47750000000000004,0.43999999999999995
derivative,0.4625,0.34
demo,0.58125,0.36375
challenger,0.54125,0.4675
crosswalk,0.53125,0.315
ass,0.55625,0.55375
worldly,0.5775,0.295
eagle,0.68375,0.44625000000000004
humanoid,0.43999999999999995,0.36125
coincidental,0.585,0.39375000000000004
overlap,0.36875,0.22875
gloat,0.335,0.34375
ship,0.6425,0.3675
shout,0.5,0.66125
sensitive,0.66625,0.335
reopen,0.59375,0.39249999999999996
lame,0.275,0.21750000000000003
anterior,0.48624999999999996,0.295
plaza,0.66625,0.3625
fireball,0.33875,0.64125
registration,0.47375,0.26125
damsel,0.5925,0.43000000000000005
futon,0.565,0.22749999999999998
belligerent,0.26375,0.5
hug,0.90375,0.48124999999999996
flyer,0.49375,0.345
untidy,0.3225,0.33375
cinder,0.475,0.36375
fixture,0.50625,0.2375
newsstand,0.59875,0.2775
practical,0.57875,0.3125
cooker,0.565,0.25
push,0.54875,0.42500000000000004
carburetor,0.5075,0.44375
redesign,0.595,0.4425
bonding,0.68125,0.35125
intolerant,0.30375,0.38125
Po niesłusznych oskarżeniach oczyszczenie z wszelkich zarzutów jest cudowne!,0.7375,0.64625
phlegm,0.19,0.38249999999999995
elk,0.60125,0.31
wavy,0.665,0.1875
franchise,0.5,0.38749999999999996
pathological,0.21375,0.3125
pipeline,0.50625,0.41625
sir,0.55625,0.41625
uncontrollable,0.355,0.60125
egomaniac,0.335,0.56625
athletic,0.72,0.5
embolism,0.14250000000000002,0.39625
nintendo,0.725,0.67125
despondent,0.35125,0.45499999999999996
pearly,0.67875,0.30625
incumbent,0.38125,0.27375
admission,0.61375,0.33625
"Po stresie i strachu, wyciszenie i uspokojenie wprawia człowieka w błogostan.  ",0.67375,0.22875
competitive,0.55625,0.5875
boat,0.67,0.38125
middle,0.5275,0.23125
unit,0.53625,0.29125
hummingbird,0.7175,0.45999999999999996
observer,0.5,0.4375
hypocrisy,0.2025,0.37
florist,0.69375,0.27375
overwrought,0.315,0.44499999999999995
deformity,0.2725,0.46375
ballistic,0.5,0.38625
cranky,0.25,0.46375
leaf,0.645,0.25625
shard,0.38125,0.39749999999999996
flattering,0.7675,0.49
cancellation,0.3425,0.3625
widow,0.15999999999999998,0.3125
"W Średniowieczu drogi były tak wąskie, że mogły się minąć najwyżej dwa samochody.",0.485,0.1825
hyperspace,0.5525,0.45499999999999996
overlapping,0.48750000000000004,0.3125
storage,0.49375,0.335
heist,0.395,0.675
inventive,0.66125,0.40249999999999997
scrap,0.46375,0.30375
impersonation,0.5625,0.42374999999999996
eat,0.7625,0.4225
Coke,0.7025,0.43125
complexion,0.5525,0.44375
panther,0.6375,0.55625
obscurity,0.45499999999999996,0.285
intimacy,0.75,0.625
meticulous,0.5175,0.475
wedlock,0.5925,0.43125
seduction,0.7325,0.77
backer,0.46625000000000005,0.31625
foreigner,0.45999999999999996,0.28
winger,0.49375,0.21250000000000002
foggy,0.45625000000000004,0.335
illogical,0.3125,0.47250000000000003
mozzarella,0.77375,0.4425
meeting,0.44375,0.33875
chip,0.665,0.21875
temporary,0.41625,0.29375
double,0.5975,0.2975
convention,0.5,0.33375
tarmac,0.47,0.2625
tot,0.67,0.2675
undertake,0.40125,0.40249999999999997
reverend,0.5525,0.175
humorous,0.85125,0.54125
fondue,0.625,0.33875
bloomers,0.6575,0.44625000000000004
disappearance,0.34375,0.49375
stony,0.44125000000000003,0.38625
disgrace,0.18125000000000002,0.41000000000000003
reader,0.69,0.43125
interesting,0.7225,0.5125
rowing,0.5525,0.34625
grasshopper,0.63125,0.42874999999999996
inquest,0.34625,0.33875
intense,0.58125,0.7
angle,0.44375,0.2775
hothead,0.36125,0.42625
needlepoint,0.56875,0.275
defendant,0.38125,0.39249999999999996
revel,0.55,0.38125
tranquilizer,0.48250000000000004,0.265
individual,0.64625,0.30875
disrespectful,0.21375,0.45625000000000004
commute,0.39249999999999996,0.26875
hunch,0.5475,0.45499999999999996
patrolman,0.45375,0.44625000000000004
comfy,0.78125,0.235
wage,0.625,0.30375
complication,0.25625,0.44375
pea,0.625,0.17625000000000002
tribune,0.48,0.3475
apprehensive,0.29,0.47124999999999995
thigh,0.5275,0.54
godless,0.33125,0.47
bollocks,0.45999999999999996,0.4225
contamination,0.26375,0.71375
settle,0.5775,0.3
matchbook,0.50625,0.33125
thread,0.5625,0.35875
hemisphere,0.54125,0.29
squint,0.42500000000000004,0.33875
spacecraft,0.5725,0.65875
oxide,0.56625,0.23875000000000002
empathy,0.78625,0.3275
entertainer,0.685,0.64375
elated,0.695,0.5175
mucous,0.24375000000000002,0.35375
lacrosse,0.53625,0.3375
numerous,0.54375,0.29875
classy,0.70375,0.39249999999999996
description,0.53,0.33
dominion,0.4525,0.45875
gardening,0.7325,0.275
ventilator,0.3625,0.38125
beaker,0.5625,0.34875
supernova,0.6975,0.5625
perish,0.15250000000000002,0.52375
mummy,0.47624999999999995,0.34375
ultimate,0.5925,0.5125
rise,0.59125,0.5375
armpit,0.38749999999999996,0.32125
"Rosnące odsetki sprawiają, że każdy może popaść w spiralę zadłużenia i stracić cały dobytek swojego życia w majestacie prawa.",0.22125,0.64625
survey,0.56875,0.335
snatch,0.45499999999999996,0.47124999999999995
bribe,0.29,0.43000000000000005
unresolved,0.25625,0.45125000000000004
colossal,0.41625,0.495
flip,0.575,0.4525
doctor,0.61625,0.38125
weld,0.49375,0.4525
firepower,0.605,0.61375
brigade,0.42874999999999996,0.43000000000000005
creamy,0.685,0.265
suck,0.33875,0.575
dingy,0.30625,0.44625000000000004
repulsive,0.11875,0.515
renegotiate,0.6125,0.3375
paranormal,0.38125,0.4275
backbone,0.52,0.38125
unsanitary,0.09875,0.49375
samba,0.61875,0.4375
feisty,0.595,0.6625
madman,0.30625,0.63625
Wspaniałe przykłady współpracy udawały się dzięki ludzkiej lojalności.,0.69,0.36875
interrogate,0.21999999999999997,0.475
interception,0.55125,0.40375000000000005
homicide,0.0625,0.6375
ligament,0.39875000000000005,0.27
pretend,0.4525,0.4125
jailhouse,0.19624999999999998,0.4375
bias,0.36875,0.40874999999999995
"Liczyłem, że lek doda mi odwagi i pewności siebie, ale nic mi nie pomógł.",0.3,0.37749999999999995
odyssey,0.5875,0.47875
rainy,0.56875,0.41625
taboo,0.44125000000000003,0.5075
ticket,0.535,0.36875
glue,0.48124999999999996,0.34375
thanks,0.84125,0.38125
incest,0.14500000000000002,0.42000000000000004
lanky,0.58875,0.41500000000000004
toenail,0.36875,0.2575
whereabouts,0.50625,0.35875
folklore,0.665,0.38749999999999996
airtight,0.5125,0.2875
god,0.6125,0.57
reasonable,0.73,0.25
therapy,0.5125,0.3425
anthropologist,0.5875,0.28375
spectral,0.56625,0.49375
tubing,0.51375,0.3275
hanky,0.5225,0.32125
manipulative,0.2375,0.43000000000000005
inevitable,0.38749999999999996,0.40874999999999995
pang,0.49250000000000005,0.4375
outreach,0.49250000000000005,0.36875
weed,0.45625000000000004,0.47250000000000003
hookup,0.5975,0.47624999999999995
stair,0.5175,0.42500000000000004
